ID,Name_x,status,cantidad de hablantes,ISO_codes_x,country,IDH,coordinates,Population,Name_y,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes_y,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
wly,Wolaytta,0,1500000,wal,Ethiopia,0.46299999999999997,Point(40.0 9.0),104957438,Wolaytta,Africa,6.833333333330001,37.75,wal,Afro-Asiatic,Omotic,North Omotic,cff66ff,wal,ET,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,6.0,2.0,,,4.0,,,,,,,,,,1.0,4.0,1.0,4.0,2.0,,,,,,,,,,,4.0,5.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,6.0,,,,,1.0,,,
dga,Dagaare,0,1100000,dga,Ghana,0.5920000000000001,Point(-0.5 8.0),26908262,Dagaare,Africa,10.5,-2.66666666667,dga,Niger-Congo,Gur,Northern-Central Gur,f646464,dga,BF GH,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,1.0,3.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,4.0,,,,,,,,5.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,3.0,,4.0,,,
dga,Dagaare,0,1100000,dga,Burkina Faso,0.423,Point(-2.066667 12.266667),19193382,Dagaare,Africa,10.5,-2.66666666667,dga,Niger-Congo,Gur,Northern-Central Gur,f646464,dga,BF GH,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,1.0,3.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,4.0,,,,,,,,5.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,3.0,,4.0,,,
jng,Jingpho,0,940000,kac,People's Republic of China,0.752,Point(103.451944444 35.844722222),1409517397,Jingpho,Eurasia,25.4166666667,97.0,kac,Sino-Tibetan,Tibeto-Burman,Jingpho,f009900,kac,MM,,5.0,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,7.0,,,,5.0,5.0,,,4.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,
jng,Jingpho,0,940000,kac,People's Republic of China,0.752,Point(103.451944444 35.844722222),1443497378,Jingpho,Eurasia,25.4166666667,97.0,kac,Sino-Tibetan,Tibeto-Burman,Jingpho,f009900,kac,MM,,5.0,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,7.0,,,,5.0,5.0,,,4.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,
jng,Jingpho,0,940000,kac,India,0.64,Point(83.0 22.8),1326093247,Jingpho,Eurasia,25.4166666667,97.0,kac,Sino-Tibetan,Tibeto-Burman,Jingpho,f009900,kac,MM,,5.0,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,7.0,,,,5.0,5.0,,,4.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,
jng,Jingpho,0,940000,kac,Myanmar,0.578,Point(96.0 22.0),53370609,Jingpho,Eurasia,25.4166666667,97.0,kac,Sino-Tibetan,Tibeto-Burman,Jingpho,f009900,kac,MM,,5.0,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,7.0,,,,5.0,5.0,,,4.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,
rpa,Tibetan,0,1200000,bod,People's Republic of China,0.752,Point(103.451944444 35.844722222),1409517397,Rang Pas,Eurasia,30.3333333333,79.3333333333,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,
rpa,Tibetan,0,1200000,bod,People's Republic of China,0.752,Point(103.451944444 35.844722222),1443497378,Rang Pas,Eurasia,30.3333333333,79.3333333333,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,
rpa,Tibetan,0,1200000,bod,India,0.64,Point(83.0 22.8),1326093247,Rang Pas,Eurasia,30.3333333333,79.3333333333,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,
rpa,Tibetan,0,1200000,bod,Nepal,0.574,Point(84.0 28.0),30327877,Rang Pas,Eurasia,30.3333333333,79.3333333333,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,
jad,Tibetan,0,1200000,bod,People's Republic of China,0.752,Point(103.451944444 35.844722222),1409517397,Jad,Eurasia,30.8333333333,79.0,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,2.0,,,,,,2.0,,,
jad,Tibetan,0,1200000,bod,People's Republic of China,0.752,Point(103.451944444 35.844722222),1443497378,Jad,Eurasia,30.8333333333,79.0,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,2.0,,,,,,2.0,,,
jad,Tibetan,0,1200000,bod,India,0.64,Point(83.0 22.8),1326093247,Jad,Eurasia,30.8333333333,79.0,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,2.0,,,,,,2.0,,,
jad,Tibetan,0,1200000,bod,Nepal,0.574,Point(84.0 28.0),30327877,Jad,Eurasia,30.8333333333,79.0,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,2.0,,,,,,2.0,,,
don,Kam,0,1500000,kmc,People's Republic of China,0.752,Point(103.451944444 35.844722222),1409517397,Dong (Southern),Eurasia,27.0,109.0,kmc,Tai-Kadai,,Kam-Tai,sff66ff,kmc,CN,1.0,,,1.0,1.0,,,1.0,3.0,4.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,3.0,1.0,1.0,1.0,9.0,,,,,,,,3.0,,3.0,1.0,1.0,6.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,3.0,5.0,1.0,,,,,,,,,,1.0,,2.0,,3.0,2.0,,2.0,,2.0,2.0,1.0,2.0,,,,,,,,,2.0,2.0,,4.0,,4.0,,,
don,Kam,0,1500000,kmc,People's Republic of China,0.752,Point(103.451944444 35.844722222),1443497378,Dong (Southern),Eurasia,27.0,109.0,kmc,Tai-Kadai,,Kam-Tai,sff66ff,kmc,CN,1.0,,,1.0,1.0,,,1.0,3.0,4.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,3.0,1.0,1.0,1.0,9.0,,,,,,,,3.0,,3.0,1.0,1.0,6.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,3.0,5.0,1.0,,,,,,,,,,1.0,,2.0,,3.0,2.0,,2.0,,2.0,2.0,1.0,2.0,,,,,,,,,2.0,2.0,,4.0,,4.0,,,
bsk,Bashkir,0,1200000,bak,Russia,0.816,Point(94.25 66.416666666),146804372,Bashkir,Eurasia,53.0,58.0,bak,Altaic,,Turkic,d0000dd,bak,RU,,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,7.0,8.0,1.0,5.0,1.0,5.0,4.0,,,,,,,,,2.0,,,,3.0,,,,2.0,,,1.0,5.0,5.0,,,3.0,,,,,,,1.0,,,,4.0,,1.0,,4.0,4.0,,2.0,2.0,,,,2.0,,,,,,,,,,2.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,2.0
chv,Chuvash,0,1279650,chv,Russia,0.816,Point(94.25 66.416666666),146804372,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,chv,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
chv,Chuvash,0,1279650,chv,Belarus,0.7979999999999999,Point(28.046666666 53.528333333),9349645,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,chv,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
chv,Chuvash,0,1279650,chv,Ukraine,0.747,Point(32.0 49.0),42558328,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,chv,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
chv,Chuvash,0,1279650,chv,Kazakhstan,0.8,Point(68.0 48.0),18276500,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,chv,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
chv,Chuvash,0,1279650,chv,Uzbekistan,0.71,Point(66.0 41.0),33570609,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,chv,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
taz,Talysh,0,1000000,tly,Azerbaijan,0.7509999999999999,Point(47.7 40.3),10127874,Talysh (Azerbaijan),Eurasia,38.75,48.6666666667,tly,Indo-European,,Iranian,cff66ff,tly,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taz,Talysh,0,1000000,tly,Iran,0.7979999999999999,Point(53.0 32.0),79966230,Talysh (Azerbaijan),Eurasia,38.75,48.6666666667,tly,Indo-European,,Iranian,cff66ff,tly,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tls,Talysh,0,1000000,tly,Azerbaijan,0.7509999999999999,Point(47.7 40.3),10127874,Talysh (Southern),Eurasia,37.0,49.0,tly,Indo-European,,Iranian,cff66ff,tly,IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,2.0,1.0,,,
tls,Talysh,0,1000000,tly,Iran,0.7979999999999999,Point(53.0 32.0),79966230,Talysh (Southern),Eurasia,37.0,49.0,tly,Indo-European,,Iranian,cff66ff,tly,IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,2.0,1.0,,,
ven,Venda,0,1064000,ven,South Africa,0.6990000000000001,Point(24.0 -29.0),59622350,Venda,Africa,-22.0,30.0,ven,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ven,ZA ZW,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,4.0,,,
ven,Venda,0,1064000,ven,Zimbabwe,0.535,Point(30.0 -19.0),16529904,Venda,Africa,-22.0,30.0,ven,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ven,ZA ZW,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,4.0,,,
qay,Ayacucho Quechua,0,918200,quy,Peru,0.75,Point(-76.0 -9.4),29381884,Quechua (Ayacucho),South America,-14.0,-74.0,quy,Quechuan,,Quechuan,cffffcc,quy,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qcu,Cusco Quechua,0,1500000,quz,Peru,0.75,Point(-76.0 -9.4),29381884,Quechua (Cuzco),South America,-14.5,-71.0,quz,Quechuan,,Quechuan,cffffcc,quz,PE,,,,,,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdk,Mandinka,0,1350000,mnk,Chad,0.40399999999999997,Point(19.4 15.466667),15477751,Mandinka,Africa,13.0,-15.666666666700001,mnk,Mande,,Western Mande,f009900,mnk,ML SN GN,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdk,Mandinka,0,1350000,mnk,Mali,0.42700000000000005,Point(-4.0 17.0),18541980,Mandinka,Africa,13.0,-15.666666666700001,mnk,Mande,,Western Mande,f009900,mnk,ML SN GN,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdk,Mandinka,0,1350000,mnk,Burkina Faso,0.423,Point(-2.066667 12.266667),19193382,Mandinka,Africa,13.0,-15.666666666700001,mnk,Mande,,Western Mande,f009900,mnk,ML SN GN,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
